Region,Children in poverty,Access to exercise opportunities,Adult obesity,Alcohol-impaired driving deaths,Excessive drinking
Midwest,0.188,0.901,0.336,0.333,
Midwest,0.182,0.925,0.329,0.286,
Midwest,0.108,0.212,0.293,0.5,0.17
Midwest,0.11,0.269,0.322,0.571,0.17
Midwest,0.266,0.614,0.342,0.421,0.161
Midwest,0.298,0.624,0.325,0.455,0.161
Midwest,0.142,0.226,0.287,0.6,
Midwest,0.147,0.706,0.303,0.625,
Midwest,0.159,0.275,0.339,0.25,
Midwest,0.169,0.643,0.354,0.4,
Midwest,0.159,0.609,0.36,0.357,0.145
Midwest,0.166,0.609,0.387,0.31,0.145
Midwest,0.23,0.386,0.336,0.5,
Midwest,0.231,0.462,0.328,0.333,
Midwest,0.145,0.196,0.327,0.4,0.095
Midwest,0.129,0.478,0.326,0.308,0.095
Midwest,0.18,0.623,0.346,0.313,0.109
Midwest,0.186,0.615,0.327,0.267,0.109
Midwest,0.182,0.353,0.315,0.25,0.127
Midwest,0.183,0.023,0.328,0.2,0.127
Midwest,0.132,0.503,0.319,0.231,0.138
Midwest,0.122,0.685,0.32,0.182,0.138
Midwest,0.178,0.559,0.311,0.444,0.103
Midwest,0.163,0.741,0.312,0.45,0.103
Midwest,0.186,0.585,0.352,,
Midwest,0.166,0.578,0.358,1.0,
Midwest,0.193,0.648,0.322,0.2,0.126
Midwest,0.202,0.666,0.334,0.204,0.126
Midwest,0.197,0.472,0.295,0.167,0.194
Midwest,0.205,0.453,0.288,0.167,0.194
Midwest,0.196,0.529,0.356,0.417,0.075
Midwest,0.184,0.575,0.309,0.385,0.075
Midwest,0.19,0.604,0.265,0.188,0.18
Midwest,0.174,0.928,0.267,0.13,0.18
Midwest,0.173,0.466,0.305,0.429,
Midwest,0.186,0.718,0.303,0.333,
Midwest,0.181,0.418,0.28,0.273,0.143
Midwest,0.19,0.406,0.312,0.25,0.143
Midwest,0.212,0.499,0.313,0.5,0.111
Midwest,0.239,0.526,0.315,0.556,0.111
Midwest,0.217,0.639,0.319,0.321,0.153
Midwest,0.198,0.803,0.317,0.31,0.153
Midwest,0.143,0.8,0.295,0.167,
Midwest,0.128,0.753,0.309,0.0,
Midwest,0.231,0.741,0.3,0.386,0.147
Midwest,0.221,0.807,0.294,0.346,0.147
Midwest,0.234,0.755,0.344,0.565,0.112
Midwest,0.253,0.851,0.328,0.429,0.112
Midwest,0.243,0.814,0.326,0.329,0.152
Midwest,0.222,0.849,0.325,0.282,0.152
Midwest,0.13,0.635,0.311,0.25,0.247
Midwest,0.165,0.097,0.312,0.429,0.247
Midwest,0.235,0.743,0.324,0.2,
Midwest,0.241,0.807,0.323,0.278,
Midwest,0.177,0.386,0.308,0.625,
Midwest,0.177,0.47,0.319,0.556,
Midwest,0.21,0.527,0.34,0.154,
Midwest,0.202,0.753,0.341,0.077,
Midwest,0.154,0.766,0.337,0.25,0.177
Midwest,0.156,0.673,0.34,0.25,0.177
Midwest,0.186,0.418,0.367,0.342,0.145
Midwest,0.182,0.418,0.361,0.343,0.145
Midwest,0.135,0.725,0.295,0.25,
Midwest,0.131,0.751,0.309,0.25,
Midwest,0.155,0.604,0.331,0.333,0.279
Midwest,0.131,0.693,0.32,0.25,0.279
Midwest,0.131,0.252,0.343,0.083,0.194
Midwest,0.132,0.156,0.318,0.077,0.194
Midwest,0.144,0.264,0.341,0.0,0.216
Midwest,0.15,0.374,0.334,0.111,0.216
Midwest,0.186,0.741,0.337,0.667,
Midwest,0.176,0.726,0.327,0.4,
Midwest,0.258,0.631,0.34,0.25,0.121
Midwest,0.284,0.503,0.349,0.25,0.121
Midwest,0.299,0.659,0.293,0.125,
Midwest,0.302,0.644,0.283,0.143,
Midwest,0.346,0.871,0.393,0.362,0.149
Midwest,0.383,0.859,0.386,0.312,0.149
South,0.392,0.624,0.339,0.261,
South,0.39,0.58,0.334,0.261,
South,0.308,0.355,0.338,0.0,
South,0.314,0.418,0.319,0.105,
South,0.18,0.625,0.34,0.286,
South,0.185,0.836,0.333,0.364,
South,0.255,0.343,0.343,0.333,
South,0.262,0.201,0.339,0.2,
South,0.302,0.545,0.314,0.224,0.095
South,0.293,0.573,0.308,0.239,0.095
South,0.365,0.644,0.344,0.227,0.133
South,0.389,0.48,0.318,0.143,0.133
South,0.465,0.757,0.321,0.235,
South,0.473,0.721,0.327,0.259,
South,0.123,0.761,0.298,0.277,0.176
South,0.117,0.764,0.302,0.286,0.176
South,0.264,0.312,0.332,0.35,
South,0.258,0.758,0.324,0.353,
South,0.265,0.404,0.339,0.242,0.096
South,0.266,0.678,0.354,0.25,0.096
South,0.247,0.384,0.306,0.115,
South,0.25,0.622,0.296,0.1,
South,0.26,0.314,0.336,0.1,0.094
South,0.247,0.031,0.303,0.167,0.094
South,0.442,0.251,0.4,0.333,0.044
South,0.436,0.292,0.411,0.32,0.044
South,0.291,0.494,0.338,0.393,
South,0.279,0.548,0.366,0.333,
South,0.157,0.59,0.342,0.231,0.11
South,0.154,0.721,0.315,0.227,0.11
South,0.3,0.297,0.348,0.286,0.123
South,0.335,0.306,0.331,0.263,0.123
South,0.311,0.452,0.326,0.3,
South,0.287,0.67,0.294,0.364,
South,0.234,0.517,0.286,0.283,0.116
South,0.245,0.651,0.279,0.311,0.116
South,0.194,0.824,0.305,0.324,0.22
South,0.211,0.926,0.328,0.286,0.22
South,0.273,0.05,0.303,0.4,
South,0.283,0.284,0.318,0.5,
South,0.334,0.556,0.336,0.444,
South,0.316,0.694,0.332,0.421,
South,0.342,0.481,0.32,0.316,0.081
South,0.314,0.716,0.34,0.343,0.081
South,0.401,,0.354,0.188,0.142
South,0.428,0.328,0.355,0.238,0.142
South,0.322,0.468,0.32,0.196,0.121
South,0.263,0.618,0.337,0.224,0.121
South,0.228,0.54,0.317,0.188,
South,0.257,0.727,0.306,0.185,
South,0.522,0.988,0.315,0.385,
South,0.525,0.988,0.305,0.396,
South,0.395,0.744,0.322,0.381,
South,0.412,0.761,0.318,0.5,
South,0.343,0.006,0.32,0.583,
South,0.341,0.185,0.325,0.5,
South,0.421,0.114,0.342,0.25,
South,0.403,0.324,0.355,0.333,
South,0.232,0.584,0.3,0.405,0.134
South,0.214,0.697,0.292,0.362,0.134
South,0.283,0.408,0.355,0.294,
South,0.293,0.409,0.365,0.357,
South,0.39,0.376,0.36,0.364,
South,0.381,0.427,0.347,0.444,
South,0.397,0.637,0.323,0.077,
South,0.403,0.764,0.313,0.167,
South,0.202,0.963,0.289,0.341,0.107
South,0.218,0.972,0.27,0.328,0.107
South,0.313,0.438,0.357,0.25,0.077
South,0.321,0.42,0.347,0.278,0.077
South,0.439,0.493,0.386,0.379,0.087
South,0.379,0.44,0.393,0.37,0.087
South,0.24,0.583,0.319,0.313,0.111
South,0.242,0.833,0.321,0.281,0.111
South,0.439,0.153,0.358,0.5,
South,0.456,0.409,0.346,0.375,
South,0.275,,0.315,0.35,
South,0.245,0.083,0.297,0.3,
South,0.282,0.349,0.374,0.353,
South,0.287,0.186,0.364,0.333,
South,0.263,0.433,0.35,0.2,
South,0.279,0.593,0.356,0.179,
South,0.281,0.461,0.314,0.222,0.106
South,0.287,0.521,0.298,0.194,0.106
South,0.321,0.396,0.353,0.212,0.075
South,0.346,0.709,0.341,0.212,0.075
South,0.314,0.387,0.3,0.091,
South,0.316,0.477,0.322,0.176,
South,0.251,0.432,0.367,0.355,0.092
South,0.257,0.676,0.379,0.259,0.092
South,0.209,0.003,0.36,0.182,
South,0.193,0.323,0.339,0.222,
South,0.223,0.459,0.301,0.174,0.079
South,0.203,0.735,0.309,0.216,0.079
South,0.388,0.328,0.344,0.222,
South,0.366,0.542,0.341,0.216,
South,0.268,0.411,0.294,0.28,
South,0.251,0.426,0.279,0.296,
South,0.362,0.273,0.333,0.043,0.107
South,0.375,0.599,0.327,0.091,0.107
South,0.258,0.596,0.327,0.486,0.09
South,0.281,0.669,0.327,0.5,0.09
South,0.263,0.296,0.353,0.267,
South,0.232,0.306,0.33,0.222,
South,0.304,0.11,0.329,0.308,
South,0.305,0.562,0.343,0.222,
South,0.264,0.559,0.342,0.222,0.092
South,0.264,0.604,0.369,0.289,0.092
South,0.435,0.848,0.375,0.2,
South,0.429,0.743,0.389,0.071,
South,0.26,0.897,0.332,0.315,0.15
South,0.223,0.955,0.32,0.323,0.15
South,0.225,0.716,0.325,0.36,
South,0.218,0.824,0.314,0.417,
South,0.328,0.456,0.402,0.167,0.051
South,0.327,0.631,0.394,0.25,0.051
South,0.208,0.897,0.316,0.255,0.196
South,0.197,0.837,0.29,0.239,0.196
South,0.383,0.521,0.366,0.471,0.097
South,0.383,0.477,0.41,0.545,0.097
South,0.438,0.077,0.333,0.255,
South,0.494,0.49,0.338,0.224,
South,0.295,0.411,0.31,0.235,
South,0.271,0.608,0.305,0.231,
South,0.298,0.543,0.325,0.24,0.093
South,0.314,0.709,0.33,0.282,0.093
South,0.328,0.247,0.37,0.294,
South,0.322,0.534,0.388,0.35,
South,0.489,0.785,0.312,0.0,
South,0.5,0.785,0.294,0.0,
South,0.347,1.0,0.363,0.357,0.098
South,0.373,1.0,0.38,0.333,0.098
South,0.334,0.757,0.358,0.355,0.069
South,0.344,0.578,0.379,0.444,0.069
South,0.427,0.36,0.364,0.133,0.126
South,0.393,0.314,0.372,0.313,0.126
South,0.35,0.207,0.373,0.457,
South,0.314,0.342,0.303,0.455,
South,0.231,0.325,0.326,0.286,
South,0.228,0.546,0.314,0.3,
South,0.282,0.164,0.328,0.235,0.111
South,0.281,0.45,0.363,0.27,0.111
South,0.23,0.222,0.313,0.077,
South,0.228,0.349,0.303,0.182,
South,0.25,0.632,0.296,0.342,0.072
South,0.229,0.736,0.285,0.306,0.072
South,0.411,0.08,0.341,0.357,
South,0.395,0.059,0.331,0.267,
South,0.262,0.017,0.338,0.345,0.144
South,0.262,0.481,0.335,0.29,0.144
South,0.196,0.651,0.342,0.31,0.142
South,0.189,0.701,0.339,0.286,0.142
South,0.428,0.574,0.385,0.545,0.139
South,0.46,0.612,0.377,0.5,0.139
South,0.318,0.571,0.318,0.474,0.128
South,0.31,0.604,0.322,0.375,0.128
South,0.266,0.557,0.301,0.357,0.115
South,0.287,0.78,0.306,0.313,0.115
South,0.512,1.0,0.323,0.3,0.101
South,0.526,1.0,0.332,0.091,0.101
South,0.249,0.092,0.324,0.5,
South,0.248,0.244,0.324,0.4,
South,0.247,0.425,0.362,0.222,0.103
South,0.214,0.6,0.355,0.314,0.103
South,0.475,0.846,0.358,0.143,0.126
South,0.46,0.886,0.314,0.0,0.126
South,0.243,0.674,0.331,0.211,
South,0.237,0.535,0.32,0.222,
South,0.394,0.37,0.343,0.333,
South,0.411,0.125,0.334,0.235,
South,0.386,0.106,0.358,0.25,
South,0.358,0.533,0.343,0.333,
South,0.321,0.336,0.329,0.31,0.106
South,0.261,0.594,0.33,0.346,0.106
South,0.381,0.602,0.364,0.125,0.101
South,0.375,0.356,0.345,0.188,0.101
South,0.272,0.449,0.342,0.212,0.11
South,0.35,0.457,0.36,0.138,0.11
South,0.237,0.6,0.302,0.404,0.214
South,0.2,0.788,0.319,0.457,0.214
South,0.312,0.071,0.314,0.0,
South,0.315,0.12,0.314,0.0,
South,0.283,0.182,0.347,0.378,0.077
South,0.267,0.154,0.379,0.469,0.077
South,0.077,0.832,0.289,0.357,0.141
South,0.071,0.853,0.294,0.406,0.141
South,0.281,0.087,0.337,0.667,
South,0.276,0.338,0.334,0.579,
South,0.568,0.55,0.355,0.167,
South,0.55,0.55,0.337,0.333,
South,0.226,0.07,0.332,0.316,
South,0.239,0.429,0.324,0.353,
South,0.346,0.676,0.41,0.283,0.104
South,0.352,0.607,0.399,0.271,0.104
South,0.304,0.46,0.366,0.218,0.077
South,0.29,0.651,0.362,0.276,0.077
South,0.419,0.643,0.332,0.067,
South,0.408,0.817,0.323,0.167,
South,0.312,0.618,0.315,0.224,0.068
South,0.333,0.711,0.317,0.24,0.068
South,0.354,0.03,0.32,1.0,0.147
South,0.358,0.525,0.333,1.0,0.147
South,0.365,0.353,0.374,0.2,
South,0.363,0.57,0.394,0.226,
South,0.326,0.918,0.341,0.344,0.099
South,0.313,0.937,0.342,0.281,0.099
South,0.395,0.793,0.322,0.2,0.078
South,0.379,0.763,0.316,0.263,0.078
South,0.156,0.422,0.326,0.31,0.114
South,0.144,0.633,0.315,0.333,0.114
South,0.185,0.497,0.33,0.075,0.123
South,0.183,0.745,0.318,0.122,0.123
South,0.268,0.304,0.304,0.333,
South,0.285,0.779,0.297,0.278,
South,0.14,0.202,0.339,0.095,0.236
South,0.122,0.681,0.286,0.1,0.236
South,0.315,0.258,0.319,0.231,0.12
South,0.322,0.767,0.346,0.158,0.12
South,0.322,0.352,0.329,0.105,0.141
South,0.303,0.376,0.342,0.105,0.141
South,0.273,0.299,0.334,0.345,0.141
South,0.287,0.62,0.294,0.269,0.141
South,0.228,0.069,0.352,0.357,
South,0.238,0.541,0.333,0.182,
South,0.254,0.548,0.363,0.333,0.117
South,0.248,0.566,0.342,0.273,0.117
South,0.258,0.507,0.277,0.319,0.132
South,0.226,0.594,0.289,0.326,0.132
South,0.236,0.068,0.331,0.261,
South,0.244,0.209,0.328,0.211,
South,0.38,0.418,0.315,0.364,
South,0.393,0.604,0.309,0.3,
South,0.234,0.29,0.337,0.333,
South,0.241,0.017,0.328,0.333,
South,0.427,0.63,0.358,0.244,0.069
South,0.372,0.813,0.342,0.233,0.069
South,0.499,0.482,0.318,0.438,
South,0.512,0.353,0.33,0.438,
South,0.164,0.172,0.316,0.256,
South,0.162,0.663,0.309,0.206,
South,0.282,0.32,0.322,0.36,0.179
South,0.263,0.498,0.323,0.29,0.179
South,0.272,0.362,0.376,0.458,0.135
South,0.265,0.31,0.347,0.438,0.135
South,0.161,0.374,0.345,0.33,0.215
South,0.157,0.851,0.332,0.29,0.215
South,0.284,0.382,0.334,0.452,0.119
South,0.256,0.587,0.325,0.526,0.119
South,0.351,0.192,0.39,0.429,0.137
South,0.339,0.268,0.383,0.486,0.137
South,0.245,0.129,0.331,0.439,0.106
South,0.227,0.285,0.351,0.515,0.106
South,0.373,0.249,0.39,0.3,0.173
South,0.34,0.238,0.378,0.286,0.173
South,0.208,0.637,0.339,0.191,0.161
South,0.198,0.846,0.359,0.167,0.161
South,0.305,0.653,0.339,0.222,0.127
South,0.325,0.825,0.335,0.2,0.127
South,0.254,0.662,0.346,0.347,0.149
South,0.233,0.737,0.332,0.3,0.149
South,0.339,0.113,0.408,0.316,
South,0.327,0.415,0.356,0.211,
South,0.19,0.148,0.362,0.286,
South,0.194,0.713,0.345,0.4,
South,0.338,0.266,0.359,0.48,0.097
South,0.321,0.462,0.375,0.571,0.097
South,0.437,0.394,0.355,0.286,0.12
South,0.424,0.433,0.389,0.286,0.12
South,0.397,0.289,0.354,0.517,0.098
South,0.418,0.344,0.367,0.393,0.098
South,0.307,0.419,0.369,0.386,0.119
South,0.339,0.565,0.35,0.5,0.119
South,0.292,0.956,0.336,0.353,0.152
South,0.281,0.932,0.331,0.314,0.152
South,0.545,0.021,0.415,0.5,0.075
South,0.577,0.021,0.426,0.0,0.075
South,0.288,0.179,0.355,0.469,0.089
South,0.288,0.358,0.397,0.464,0.089
South,0.348,0.295,0.315,0.364,0.178
South,0.357,0.553,0.352,0.4,0.178
South,0.491,0.259,0.355,0.471,0.136
South,0.451,0.291,0.363,0.533,0.136
South,0.268,0.697,0.332,0.296,0.107
South,0.279,0.814,0.331,0.292,0.107
South,0.313,0.457,0.369,0.41,0.134
South,0.313,0.737,0.392,0.443,0.134
South,0.306,0.234,0.384,0.309,0.234
South,0.349,0.457,0.421,0.355,0.234
South,0.298,0.241,0.352,0.375,
South,0.31,0.516,0.395,0.154,
South,0.264,0.281,0.346,0.348,0.148
South,0.243,0.411,0.335,0.371,0.148
South,0.246,0.95,0.32,0.393,0.144
South,0.311,0.968,0.328,0.319,0.144
South,0.211,0.341,0.354,0.286,
South,0.269,0.303,0.368,0.333,
South,0.254,0.797,0.295,0.364,0.218
South,0.211,0.899,0.282,0.388,0.218
South,0.224,0.341,0.38,0.398,0.174
South,0.219,0.766,0.353,0.337,0.174
South,0.313,0.164,0.326,0.163,0.116
South,0.321,0.613,0.344,0.163,0.116
South,0.199,0.463,0.332,0.397,0.147
South,0.181,0.716,0.35,0.311,0.147
South,0.585,0.427,0.402,0.429,0.158
South,0.552,0.709,0.421,0.381,0.158
South,0.463,0.072,0.39,0.345,0.065
South,0.411,0.795,0.399,0.382,0.065
South,0.317,0.494,0.39,0.258,0.118
South,0.367,0.593,0.374,0.279,0.118
South,0.411,0.955,0.309,0.333,0.202
South,0.39,0.961,0.309,0.283,0.202
South,0.356,0.536,0.335,0.184,0.112
South,0.351,0.739,0.341,0.202,0.112
South,0.191,0.4,0.338,0.55,0.175
South,0.187,0.652,0.343,0.611,0.175
South,0.303,0.254,0.323,0.514,0.138
South,0.307,0.323,0.358,0.429,0.138
South,0.325,0.737,0.345,0.258,0.137
South,0.284,0.74,0.362,0.224,0.137
South,0.326,0.031,0.338,0.31,0.226
South,0.368,0.508,0.395,0.296,0.226
South,0.376,0.369,0.388,0.471,
South,0.403,0.242,0.385,0.313,
South,0.309,0.318,0.365,0.486,0.146
South,0.308,0.222,0.384,0.475,0.146
South,0.347,0.589,0.36,0.368,0.179
South,0.384,0.79,0.353,0.3,0.179
South,0.186,0.493,0.334,0.367,0.176
South,0.185,0.774,0.346,0.426,0.176
South,0.387,0.138,0.375,0.714,
South,0.388,0.118,0.398,0.625,
South,0.249,0.402,0.362,0.5,0.229
South,0.234,0.394,0.376,0.355,0.229
South,0.289,0.625,0.364,0.352,0.126
South,0.284,0.68,0.344,0.292,0.126
South,0.366,0.468,0.414,0.369,0.145
South,0.405,0.578,0.421,0.364,0.145
South,0.287,0.266,0.356,0.373,0.167
South,0.29,0.557,0.351,0.323,0.167
South,0.324,0.646,0.38,0.214,0.14
South,0.295,0.653,0.387,0.169,0.14
South,0.181,0.786,0.29,0.306,0.201
South,0.15,0.838,0.288,0.299,0.201
South,0.318,0.48,0.368,0.337,0.122
South,0.309,0.646,0.374,0.32,0.122
South,0.472,0.067,0.353,0.667,
South,0.502,0.316,0.341,0.5,
South,0.246,0.571,0.399,0.472,0.191
South,0.232,0.848,0.387,0.466,0.191
South,0.422,0.226,0.365,0.368,0.102
South,0.34,0.398,0.346,0.368,0.102
South,0.251,0.534,0.33,0.48,0.21
South,0.266,0.638,0.324,0.511,0.21
South,0.224,0.519,0.375,0.462,0.181
South,0.223,0.746,0.395,0.393,0.181
South,0.358,0.338,0.386,0.308,0.107
South,0.362,0.49,0.388,0.38,0.107
South,0.312,0.482,0.339,0.167,0.081
South,0.37,0.563,0.35,0.156,0.081
South,0.249,0.707,0.328,0.293,0.223
South,0.24,0.945,0.355,0.217,0.223
South,0.339,0.134,0.372,0.409,0.158
South,0.348,0.305,0.379,0.35,0.158
South,0.224,0.276,0.349,0.571,
South,0.211,0.412,0.366,0.4,
South,0.321,0.804,0.342,0.4,
South,0.35,0.806,0.344,0.455,
Northeast,0.154,0.748,0.18,0.247,0.179
Northeast,0.149,0.902,0.183,0.239,0.179
Northeast,0.211,0.749,0.22,0.275,0.213
Northeast,0.188,0.887,0.225,0.254,0.213
Northeast,0.176,0.809,0.291,0.278,0.204
Northeast,0.192,0.955,0.286,0.302,0.204
Northeast,0.135,0.79,0.196,0.333,0.263
Northeast,0.134,0.818,0.224,0.333,0.263
Northeast,0.171,0.92,0.235,0.306,0.194
Northeast,0.169,0.967,0.242,0.283,0.194
Northeast,0.166,0.602,0.249,0.238,0.182
Northeast,0.177,0.8,0.221,0.333,0.182
Northeast,0.305,0.882,0.292,0.313,0.194
Northeast,0.293,0.942,0.289,0.3,0.194
Northeast,0.127,0.71,0.224,0.205,0.197
Northeast,0.121,0.859,0.218,0.237,0.197
Northeast,0.095,0.948,0.233,0.223,0.181
Northeast,0.106,0.964,0.231,0.22,0.181
Northeast,0.094,0.692,0.239,,0.259
Northeast,0.094,0.947,0.197,,0.259
Northeast,0.08,0.911,0.198,0.263,0.194
Northeast,0.075,0.957,0.202,0.285,0.194
Northeast,0.107,0.802,0.247,0.325,0.211
Northeast,0.112,0.874,0.258,0.297,0.211
Northeast,0.262,0.998,0.215,0.252,0.189
Northeast,0.287,0.996,0.212,0.295,0.189
Northeast,0.151,0.875,0.256,0.324,0.212
Northeast,0.18,0.929,0.26,0.283,0.212
South,0.256,0.744,0.284,0.294,0.155
South,0.247,0.772,0.28,0.341,0.155
South,0.091,0.917,0.28,0.407,0.187
South,0.093,0.944,0.278,0.38,0.187
South,0.13,0.963,0.276,0.317,0.158
South,0.129,0.962,0.282,0.32,0.158
South,0.334,0.994,0.334,0.291,0.171
South,0.326,0.996,0.336,0.296,0.171
South,0.091,0.708,0.284,0.381,0.182
South,0.086,0.875,0.295,0.318,0.182
South,0.234,0.533,0.339,0.457,0.17
South,0.242,0.83,0.325,0.469,0.17
South,0.078,0.848,0.283,0.356,0.195
South,0.078,0.904,0.284,0.372,0.195
South,0.162,0.791,0.325,0.341,0.179
South,0.147,0.882,0.33,0.365,0.179
South,0.118,0.755,0.336,0.293,0.143
South,0.108,0.846,0.337,0.376,0.143
South,0.314,0.656,0.341,0.269,0.153
South,0.288,0.618,0.353,0.24,0.153
South,0.09,0.865,0.267,0.323,0.169
South,0.086,0.939,0.273,0.316,0.169
South,0.214,0.601,0.315,0.41,0.173
South,0.239,0.743,0.31,0.45,0.173
South,0.106,0.933,0.281,0.299,0.158
South,0.096,0.951,0.296,0.29,0.158
South,0.069,0.956,0.246,0.374,0.154
South,0.067,0.983,0.233,0.376,0.154
South,0.219,0.574,0.272,0.5,0.148
South,0.219,0.66,0.281,0.4,0.148
South,0.083,0.995,0.184,0.319,0.142
South,0.097,0.999,0.188,0.347,0.142
South,0.15,0.978,0.339,0.307,0.101
South,0.141,0.987,0.338,0.335,0.101
South,0.111,0.458,0.259,0.356,0.231
South,0.108,0.793,0.273,0.333,0.231
South,0.352,0.476,0.377,0.267,0.104
South,0.381,0.479,0.361,0.294,0.104
South,0.121,0.572,0.281,0.292,0.186
South,0.117,0.712,0.292,0.258,0.186
South,0.155,0.637,0.269,0.286,0.158
South,0.167,0.771,0.284,0.32,0.158
South,0.203,0.773,0.317,0.405,0.153
South,0.172,0.815,0.326,0.427,0.153
South,0.245,0.716,0.337,0.245,0.133
South,0.232,0.9,0.346,0.298,0.133
South,0.213,0.837,0.322,0.361,0.176
South,0.22,0.925,0.312,0.348,0.176
Northeast,0.239,0.644,0.313,0.2,0.165
Northeast,0.223,0.86,0.313,0.255,0.165
Northeast,0.239,0.48,0.329,0.259,0.138
Northeast,0.221,0.479,0.333,0.263,0.138
Northeast,0.147,0.747,0.219,0.276,0.187
Northeast,0.137,0.864,0.215,0.3,0.187
Northeast,0.249,0.401,0.302,0.433,0.179
Northeast,0.21,0.632,0.298,0.452,0.179
Northeast,0.193,0.61,0.245,0.259,0.178
Northeast,0.201,0.712,0.237,0.364,0.178
Northeast,0.202,0.612,0.301,0.351,0.16
Northeast,0.191,0.805,0.311,0.237,0.16
Northeast,0.198,0.278,0.26,0.4,0.165
Northeast,0.204,0.648,0.246,0.391,0.165
Northeast,0.235,0.714,0.235,0.395,0.167
Northeast,0.212,0.606,0.241,0.345,0.167
Northeast,0.253,0.308,0.303,0.324,0.169
Northeast,0.208,0.417,0.305,0.333,0.169
Northeast,0.216,0.435,0.312,0.363,0.15
Northeast,0.193,0.602,0.317,0.367,0.15
Northeast,0.328,0.263,0.325,0.357,0.154
Northeast,0.277,0.519,0.309,0.385,0.154
Northeast,0.185,0.79,0.25,0.368,0.18
Northeast,0.181,0.856,0.256,0.458,0.18
Northeast,0.258,0.281,0.336,0.326,0.166
Northeast,0.251,0.42,0.339,0.413,0.166
Northeast,0.261,0.312,0.29,0.3,0.16
Northeast,0.244,0.529,0.304,0.25,0.16
Northeast,0.258,0.383,0.324,0.391,0.168
Northeast,0.272,0.499,0.322,0.48,0.168
Northeast,0.147,0.633,0.267,0.378,0.2
Northeast,0.122,0.825,0.273,0.373,0.2
Midwest,0.309,0.612,0.301,0.538,0.26
Midwest,0.3,0.801,0.31,0.5,0.26
Midwest,0.226,0.928,0.326,0.222,0.282
Midwest,0.235,0.949,0.319,0.267,0.282
Midwest,0.173,0.57,0.342,0.493,0.183
Midwest,0.182,0.73,0.341,0.438,0.183
Midwest,0.269,0.613,0.334,0.333,0.21
Midwest,0.273,0.818,0.347,0.364,0.21
Midwest,0.228,0.719,0.312,0.529,0.269
Midwest,0.251,0.635,0.324,0.5,0.269
Midwest,0.277,0.56,0.343,0.5,0.125
Midwest,0.297,0.631,0.35,0.478,0.125
Midwest,0.238,0.296,0.32,0.5,0.224
Midwest,0.239,0.601,0.32,0.4,0.224
Midwest,0.167,0.476,0.37,0.333,0.175
Midwest,0.163,0.701,0.361,0.354,0.175
Midwest,0.196,0.816,0.335,0.406,0.217
Midwest,0.228,0.847,0.318,0.397,0.217
Midwest,0.209,0.665,0.316,0.286,0.139
Midwest,0.209,0.909,0.304,0.455,0.139
Midwest,0.309,0.726,0.365,0.324,0.163
Midwest,0.258,0.771,0.362,0.295,0.163
Midwest,0.271,0.474,0.351,0.281,0.147
Midwest,0.267,0.517,0.348,0.258,0.147
Midwest,0.269,0.459,0.371,0.416,0.15
Midwest,0.286,0.667,0.35,0.427,0.15
Midwest,0.244,0.25,0.314,0.234,0.201
Midwest,0.247,0.627,0.355,0.196,0.201
Midwest,0.206,0.669,0.271,0.333,0.233
Midwest,0.224,0.741,0.266,0.444,0.233
Midwest,0.314,0.767,0.327,0.368,0.247
Midwest,0.334,0.803,0.333,0.5,0.247
Midwest,0.251,0.856,0.379,0.423,0.292
Midwest,0.234,0.859,0.38,0.481,0.292
Midwest,0.376,0.675,0.293,0.296,0.144
Midwest,0.401,0.747,0.314,0.36,0.144
Midwest,0.121,0.535,0.332,0.344,0.173
Midwest,0.11,0.708,0.349,0.154,0.173
Midwest,0.326,0.906,0.297,0.3,0.302
Midwest,0.323,0.941,0.291,0.273,0.302
Midwest,0.226,0.827,0.314,0.095,0.243
Midwest,0.229,0.882,0.32,0.182,0.243
Midwest,0.179,0.825,0.298,0.667,0.291
Midwest,0.181,0.931,0.314,0.636,0.291
Midwest,0.152,0.557,0.329,0.267,0.157
Midwest,0.158,0.638,0.341,0.317,0.157
Midwest,0.174,0.8,0.289,0.0,0.191
Midwest,0.154,0.863,0.28,0.0,0.191
Midwest,0.318,0.798,0.36,0.333,0.164
Midwest,0.33,0.829,0.369,0.276,0.164
Midwest,0.319,0.66,0.342,0.529,0.123
Midwest,0.339,0.648,0.361,0.471,0.123
Midwest,0.307,0.641,0.283,0.714,0.278
Midwest,0.348,0.832,0.27,0.714,0.278
Midwest,0.149,0.796,0.314,0.18,0.163
Midwest,0.154,0.919,0.306,0.179,0.163
Midwest,0.254,0.394,0.37,0.138,0.15
Midwest,0.265,0.625,0.361,0.192,0.15
Midwest,0.265,0.539,0.303,0.316,0.208
Midwest,0.283,0.505,0.328,0.364,0.208
Midwest,0.211,0.685,0.267,0.563,0.206
Midwest,0.191,0.744,0.262,0.538,0.206
Midwest,0.235,0.454,0.29,0.2,0.17
Midwest,0.249,0.574,0.31,0.227,0.17
Midwest,0.297,0.849,0.305,0.264,0.18
Midwest,0.261,0.914,0.316,0.292,0.18
Midwest,0.194,0.552,0.337,0.296,0.193
Midwest,0.177,0.778,0.335,0.308,0.193
Midwest,0.326,0.713,0.342,0.444,0.2
Midwest,0.345,0.847,0.324,0.35,0.2
Midwest,0.265,0.493,0.313,0.6,0.203
Midwest,0.266,0.441,0.319,0.5,0.203
Midwest,0.248,0.646,0.311,0.385,0.193
